,InletMethod,SMILES,RetentionTime,MolPol,IES,IsPublic,SampleID
49805,Standard_3min_col2_alk,Cc1ncccc1Oc2nccc(n2)N3CC4(CCC4)C3,94.1862,203.79805136996862,-0.21423459740920905,Y,SN1068716730
49806,Standard_3min_col2_alk,Cc1ncccc1Oc2nccc(n2)N3CCc4sccc4C3,98.1858,233.8086241871654,-0.2161599000040309,Y,SN1068716744
49810,Standard_3min_col2_alk,Cc1ncccc1Oc2nccc(n2)N3CCC34CCC4,92.18700000000001,203.860560726373,-0.21593789089791504,Y,SN1068716980
49812,Standard_3min_col2_alk,Cc1ncccc1Oc2nccc(n2)N3CCCC4(COC4)C3,73.6908,220.6276031109949,-0.2521373107748622,Y,SN1068716994
49836,BEH_NH3_3,N#Cc1ccc2[nH]cc(CNCc3ccccc3C4CCOCC4)c2c1,77.6148,262.47340706281824,-0.2535513509478586,Y,SN1065419273
49839,BEH_NH3_3,CN1CCOc2cc(CNCc3ccccc3C4CCOCC4)ccc12,23.4312,267.3661224988861,-0.24572915256650976,Y,SN1069445119
49892,Luna_NH3_1,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)C3CC3c4ccccc4OC(F)F)c5cnccc15,117.213,332.1878328521894,-0.4859514529137667,Y,SN1067108223
49897,BEH_NH3_H2O_B2_4,OC(=O)c1cc(Cl)ccc1c2ccc(CN(C(=O)N[C@H]3C[C@@H]3c4ccccc4)c5ccccn5)cc2,116.1702,357.3320132720093,-0.3425736441038629,Y,SN1067108473
49939,Standard_3min_col3_sur,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3c[nH]c4ccccc34)c5cnccc15,62.19300000000001,320.99162392063107,-0.4529265262030172,Y,SN1068716994
50033,BEH_NH3_3,CNC(=O)c1ccc(cc1)c2cc(cc3[C@@H](CCc23)N(C)C(=O)N4CCC(CC4)N5CCCC5=O)C#N,102.624,359.67625386547104,-0.4241870251006435,Y,SN1068621373
50037,BEH_NH3_3,CNC(=O)c1ccc(cc1)c2cc(cc3[C@@H](CCc23)N(C)C(=O)N4Cc5ccc(OC)cc5C4)C#N,89.0778,350.88953493151047,-0.367358674282748,Y,SN1068621510
50052,Standard_3min_col2_alk,OC(=O)c1c(F)c(Cl)ccc1c2ccc(Cn3c(nc4ccccc34)c5cc6nccnc6s5)cc2,68.2218,351.0332578812379,-0.2892962043130635,Y,SN1068810789
50102,Standard_3min_col2_alk,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3cnc[nH]3)c4cnccc14,44.1972,276.0067576815283,-0.4645586927685855,Y,SN1068141541
50143,Standard_3min_col2_alk,COc1ccc(cn1)c2ccc3nccc(C(=O)NCC(=O)N4CSC[C@H]4C#N)c3c2,83.6892,299.405330235148,-0.3539960624063101,Y,SN1068831676
50145,Standard_3min_col2_alk,C(NCc1cccc2CCOc12)c3cccc(c3)C4CCOCC4,114.6822,246.31531249308662,-0.21164645081871136,Y,SN1068831794
50147,Standard_3min_col2_alk,N#Cc1ccc2[nH]cc(CNCc3cccc(c3)C4CCOCC4)c2c1,101.1852,262.43201506417114,-0.2574270989113873,Y,SN1068831813
50162,Standard_3min_col3_sur,OC(=O)c1cc(ccc1O)N2[C@H](C(C(=O)c3ccccc3)C(=O)C2=O)c4ccc5nn[nH]c5c4,74.2212,303.27052160742284,-0.3709603319601722,Y,SN1068716626
50172,Standard_3min_col3_sur,Cc1cc(c2nc3ccccc3n2Cc4ccc(cc4)c5ccc(Cl)c(F)c5C(=O)O)c6ccccc6n1,108.219,370.1710200999659,-0.29894725513083353,Y,SN1069445119
50219,BEH_NH3_3,Cc1nc2sccn2c1c3nc4ccccc4n3Cc5ccc(cc5)c6ccc(Cl)c(F)c6C(=O)O,113.0448,353.44185445862706,-0.29598650880630945,Y,SN1068832596
50233,Standard_3min_col2_alk,Cc1ncccc1Oc2nccc(n2)N3CCc4ccccc4C3,102.1848,236.7489200214454,-0.2263870026604791,Y,SN1068833252
50350,Standard_3min_col3_sur,COc1cc(F)c(O[C@@H]2CC[C@@](C)(CC2)C(=O)O)cc1C(=O)Nc3ccsc3C(=O)NCC4(C)CCC4,140.71679999999998,356.64591707160224,-0.4603688124914124,Y,SN1068621373
50354,Standard_3min_col3_sur,CN(C1CCC1)c2ccnc(Oc3cccnc3C)n2,68.2218,197.0588901775346,-0.21888423513275354,Y,SN1068621510
50369,Standard_3min_col3_sur,Cc1ncccc1Oc2nccc(NC3CCCC3)n2,65.2218,197.0515543904044,-0.23539975408874325,Y,SN1068810789
50448,BEH_NH3_3,COC(=O)c1sc(cc1NC(=O)[C@@H]2C[C@H](O)C[C@H]2C(=O)NCc3ccc(cc3)c4scnc4C)c5ccccc5,87.0762,404.3907647106992,-0.4431861279786541,Y,SN1068830888
50452,BEH_NH3_3,CC(O)CN(C1CCCCC1)C(=O)[C@@H]2C[C@H](O)C[C@H]2C(=O)NCc3ccc(cc3)c4scnc4C,76.5738,357.0695500499914,-0.4362511540613192,Y,SN1068831025
50529,Standard_3min_col2_alk,OC(=O)c1c(F)c(Cl)ccc1c2ccc(Cn3c(nc4ccccc34)c5cccc6CCOc56)cc2,68.7222,345.94714989108365,-0.28096212849661445,Y,SN1065419273
50587,Standard_3min_col2_alk,OC(=O)c1cc(Cl)ccc1c2ccc(CN(C(=O)Nc3ccccc3F)c4ccccn4)cc2,75.69,327.2277964048465,-0.3299314678979639,Y,SN1069445119
50653,BEH_NH3_3,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)C3(CC3)c4cccc(Cl)c4)c5cnccc15,92.2032,325.36180748522,-0.4272985322280156,Y,SN1065129527
50780,Standard_3min_col2_alk,OC(=O)c1c(F)c(Cl)ccc1c2ccc(Cn3c(nc4ccccc34)C5COc6ccccc6C5)cc2,70.1922,357.76272161430717,-0.2937484147495218,Y,SN1068716994
50786,Standard_3min_col2_alk,CCn1cc(c2nc3ccccc3n2Cc4ccc(cc4)c5ccc(Cl)c(F)c5C(=O)O)c6ccccc16,72.6912,372.8376845958789,-0.29931332102025576,Y,SN1068833785
50794,Luna_NH3_1,O=C(Cc1nc2ccccc2[nH]1)Nc3cccnc3n4cccn4,80.7432,227.85700688992932,-0.2760503419087564,Y,SN1068834172
50799,Luna_NH3_1,O=C(COc1cccnc1)Nc2cccnc2n3cccn3,103.6662,206.02271502800315,-0.2564527704943631,Y,SN1068834323
50850,BEH_NH3_H2O_B2_4,Cc1ccccc1c2onc(c2)C(=O)Nc3cccnc3n4cccn4,23.4318,246.49466888618312,-0.2515556181052101,Y,SN1068831676
50852,BEH_NH3_H2O_B2_4,O=C(Nc1cccnc1n2cccn2)c3ccc(s3)c4ccncc4,68.238,249.5740195216378,-0.2372946552531254,Y,SN1068831794
50854,BEH_NH3_H2O_B2_4,COC(=O)c1c(F)c(Cl)ccc1c2ccc(Cn3c(nc4ccccc34)C5CCc6ccccc6O5)cc2,63.0282,369.8741708587532,-0.2904897385061743,Y,SN1068831813
50891,Luna_NH3_1,COc1cc(F)c(O[C@@H]2CC[C@@](C)(CC2)C(=O)O)cc1C(=O)N[C@@H]3CC[C@]3(F)C(=O)NCC4(C)CCC4,68.23920000000001,339.3711932196936,-0.49059244943956704,Y,SN1065129527
50923,BEH_NH3_H2O_B2_4,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3cccc(Br)c3)c4cnccc14,157.8492,313.1873630853093,-0.41480688592579207,Y,SN1068716626
50924,BEH_NH3_H2O_B2_4,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3ccccc3Cl)c4cnccc14,153.684,306.80369738589764,-0.4097737265685599,Y,SN1068716730
50925,BEH_NH3_H2O_B2_4,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3ccc(Cl)cc3)c4cnccc14,156.8082,306.71166738936216,-0.4163343117147551,Y,SN1068716744
50929,BEH_NH3_H2O_B2_4,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)C3(CC3)c4ccc(Cl)cc4)c5cnccc15,131.799,325.3525479749515,-0.4276777724310826,Y,SN1068716980
50931,BEH_NH3_H2O_B2_4,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3cccc4[nH]ncc34)c5cnccc15,187.038,316.3807552713913,-0.4588010762540961,Y,SN1068716994
50983,Standard_3min_col2_alk,C[C@H](Nc1ncnc2c(cccc12)c3cn[nH]c3)c4cccc(c4)C(=O)NCc5ccncc5,77.22120000000002,332.6545117486233,-0.3709300459382321,Y,SN1068833785
50991,Standard_3min_col2_alk,C[C@H](Nc1ncnc2c(cccc12)c3cn[nH]c3)c4cccc(c4)C(=O)NCc5occn5,75.7212,314.73942898730024,-0.3807622673713463,Y,SN1068834172
50996,Standard_3min_col2_alk,C[C@H](Nc1ncnc2c(cccc12)c3cn[nH]c3)c4cccc(c4)C(=O)N[C@H]5CN6CCC5CC6,81.7212,344.37639639055016,-0.38741696200567066,Y,SN1068834323
51117,EP_NH3_2,Cn1c(nnc1[S@@](=O)c2c(F)cc(cc2F)C3=NO[C@](O)(C3)C(F)(F)F)c4ccccc4,78.66,271.62277199549897,-0.3024667330161763,Y,SN1065419273
51177,BEH_NH3_H2O_B2_4,C(NCc1ccccc1C2CCOCC2)c3ccc(cc3)n4cccn4,98.457,267.77075528750186,-0.22180288745496585,Y,SN1068621373
51181,Standard_3min_col2_alk,Cc1cc(C(=O)NCC(=O)N2CSC[C@H]2C#N)c3ccccc3n1,68.1918,235.9382354364496,-0.2887489708467071,Y,SN1068621510
51196,Standard_3min_col3_sur,CCN(CC)CCCCNC(=O)c1cccc(c1)[C@H](C)Nc2ncnc3c(cccc23)c4cn[nH]c4,51.1962,366.0589209931817,-0.4116346603291284,Y,SN1068810789
51218,Standard_3min_col3_sur,Cc1ncccc1Oc2nccc(n2)N3CCOC4CCCCC34,68.1918,232.61429762035183,-0.2680455704038381,Y,SN1068716994
51248,Standard_3min_col3_sur,CN1CC(CC1=O)Nc2ccnc(Oc3cccnc3C)n2,42.6978,207.9502955181105,-0.2942226056405724,Y,SN1068618061
51296,Luna_NH3_1,N[C@H]1CC[C@@H]2CCN([C@H]12)C(=O)Cn3nc(C(=O)N)c4ccncc34,167.2278,224.40397174311755,-0.3742901793808605,Y,SN1068716626
51360,BEH_NH3_3,CC(NC(=O)N(Cc1ccc(cc1)c2ccc(Cl)cc2C(=O)O)c3ccccn3)c4ccc(F)cc4,84.9102,350.87987427500946,-0.35625972574883386,Y,SN1068618061
51452,Standard_3min_col3_sur,COc1cc2nn(CCC(C)(C)O)cc2cc1C(=O)Nc3cncc4cn[nH]c34,60.7218,273.7989564810399,-0.3612454300756819,Y,SN1068618863
51593,BEH_NH3_H2O_B2_4,NC(=O)c1ccc([C@H]2C[C@@H]2C(=O)N[C@H]3[C@@H]4CCCCN([C@H]34)C(=O)Cn5nc(C(=O)N)c6ccncc56)c(Br)c1,185.985,372.97144306023284,-0.5320732087632688,Y,SN1065419273
51645,Luna_NH3_1,Cc1ncccc1Oc2nccc(NCc3ccc(Cl)s3)n2,77.6172,227.4606413718476,-0.2213462645986248,Y,SN1068833785
51653,Luna_NH3_1,Cc1ncccc1Oc2nccc(n2)N3CCS(=O)(=O)CC3,65.112,214.8605032028588,-0.29380820337226,Y,SN1068834172
51658,Luna_NH3_1,C[C@@H]1COC[C@H](C)N1c2ccnc(Oc3cccnc3C)n2,34.894200000000005,214.07110024082797,-0.254896804889815,Y,SN1068834323
51689,Standard_3min_col3_sur,NC(=O)c1ccc([C@H]2C[C@@H]2C(=O)N[C@H]3CC[C@@H]4CCN([C@H]34)C(=O)Cn5nc(C(=O)N)c6ccncc56)c(Cl)c1,61.194,366.5758709880028,-0.5338524138081739,Y,SN1068830888
51693,Standard_3min_col3_sur,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)Cc3cccc(Br)c3)c4cnccc14,72.6912,313.1873630853093,-0.41480688592579207,Y,SN1068831025
51861,EP_NH3_2,COC(=O)c1ccc(cn1)N=[S@@](=O)(c2ccccc2)c3ccc(cc3)C4=NO[C@](O)(C4)C(F)(F)F,86.9958,316.23497304045515,-0.38155930965673823,Y,SN1065419273
51915,Standard_3min_col2_alk,CN(CC(F)(F)F)c1ccnc(Oc2cccnc2C)n1,83.1888,182.1557046254401,-0.2490202314608871,Y,SN1068832596
51929,Standard_3min_col2_alk,C[C@@H](Nc1ncnc2c(cccc12)c3cn[nH]c3)c4cccc(c4)C(=O)NCc5ccncc5,76.6902,332.6335060023518,-0.3716450638327581,Y,SN1068833252
51945,BEH_NH3_3,COc1cc(N[C@@H]2CCC[C@@H]2O)c(cn1)C(=O)N,63.0288,170.39405873228608,-0.31453316536981607,Y,SN1067108223
51950,BEH_NH3_3,COc1cc(N[C@H](C(=O)N)c2ccccc2)c(cn1)C(=O)N,84.9102,209.2942609393936,-0.3612861370670193,Y,SN1067108473
51965,AcqPrep_pH3_low,Cc1ncccc1Oc2nccc(NCC3(C)CCCCCC3)n2,85.41900000000003,244.40148751448086,-0.2692786904563032,Y,SN1068830888
51969,AcqPrep_pH3_low,Cc1ncccc1Oc2nccc(NCC(C)(C)C)n2,54.638999999999996,202.12872700640256,-0.24311041844900544,Y,SN1068831025
52121,BEH_NH3_H2O_B2_4,OC(=O)c1cc(Cl)ccc1c2ccc(CN(C(=O)N[C@@H](c3ccccc3)C(F)(F)F)c4ccccn4)cc2,115.128,354.0569111407196,-0.3701427593269256,Y,SN1067108223
52126,BEH_NH3_H2O_B2_4,CC(=O)N(Cc1ccc(cc1)n2cccn2)Cc3cccc(c3)C(C)(C)CF,55.73280000000001,281.96994475712773,-0.2552349133618442,Y,SN1067108473
52264,EP_NH3_2,CN1CCOc2cc(ccc2C1)C(=O)Nc3cccnc3n4cccn4,42.1878,250.24181239441253,-0.2800759165362464,Y,SN1064835233
52471,Luna_NH3_1,OC(=O)c1cc(Cl)ccc1c2ccc(CN(C(=O)N[C@@H](CF)c3ccccc3)c4ccccn4)cc2,140.136,351.2161128464205,-0.3630211524249176,Y,SN1065419273
52497,EP_NH3_2,OC(=O)c1c(F)c(Cl)ccc1c2ccc(Cn3c(nc4ccccc34)c5ccnc6ccc(F)cc56)cc2,99.498,358.9659227973709,-0.29383687657596264,Y,SN1067108223
52502,EP_NH3_2,COc1ccc2ccccc2c1c3nc4ccccc4n3Cc5ccc(cc5)c6ccc(Cl)c(F)c6C(=O)O,114.1668,379.61494236518286,-0.3002545052961277,Y,SN1067108473
52640,EP_NH3_2,CNC(=O)c1ccc(cc1)c2cc(cc3[C@@H](CCc23)N(C)C(=O)N4Cc5ccc(cc5C4)C(=O)O)C#N,123.465,352.37821555220034,-0.40419211102605695,Y,SN1068832596
52654,Standard_3min_col2_alk,Cc1ncccc1Oc2nccc(NCC(C)(F)F)n2,72.1908,180.26088950608218,-0.2620546374289813,Y,SN1068833252
52732,BEH_NH3_H2O_B2_4,COc1cc(N[C@H](C)c2ccc(O)cc2)c(cn1)C(=O)N,97.4142,202.91429283063368,-0.3143890023318534,Y,SN1064835233
52760,Standard_3min_col2_alk,O=C(Nc1cccnc1n2cccn2)c3cc4cccnc4[nH]3,103.719,216.17128487625538,-0.2639733563967641,Y,SN1065129527
52763,Standard_3min_col2_alk,O=C(Nc1cccnc1n2cccn2)c3oc4ccccc4n3,115.719,211.9562851316642,-0.2440959752331453,Y,SN1068621373
52767,Standard_3min_col2_alk,O=C(Nc1cccnc1n2cccn2)C3=CC(=O)CS3,61.2222,193.79504768881523,-0.2252976230683902,Y,SN1068621510
52782,EP_NH3_2,COc1cc(F)c(O[C@@H]2CC[C@@](C)(CC2)C(=O)O)cc1C(=O)Nc3c(C)nsc3C(=O)NCC4(C)CCC4,85.9542,363.8837581087104,-0.4863038911442033,Y,SN1068810789
52810,BEH_NH3_3,C\C(=C/c1ccccc1)\C(=O)Nc2cccnc2n3cccn3,22.3902,228.34212809582598,-0.2288667914432123,Y,SN1068830888
52814,BEH_NH3_3,O=C(Nc1cccnc1n2cccn2)c3conc3C4CC4,68.238,201.99992032359944,-0.2362225270848317,Y,SN1068831025
52831,EP_NH3_2,CN1CCN(CCN(Cc2ccc(cc2)n3cncn3)C(=O)C)S1(=O)=O,46.3548,256.3265286318924,-0.3651057246373086,Y,SN1069445119
52878,EP_NH3_2,COc1cc(NC2CCC2)c(cn1)C(=O)N,32.8092,153.71330849380467,-0.2589252302011965,Y,SN1064835233
53066,EP_NH3_2,NC(=O)c1ccc(cc1)c2cc(N[C@@H]3CN(CCC[C@H]3O)C(=O)Cn4nc(C(=O)N)c5ccncc45)ccc2Br,145.3458,389.98571181743705,-0.5379881687821929,Y,SN1068831676
53068,BEH_NH3_3,NC(=O)c1nn(CC(=O)N2CCC[C@@H](C2)NC(=O)[C@H]3C[C@@H]3c4sccc4Br)c5cnccc15,107.8338,329.0416468621432,-0.4095234717403921,Y,SN1068831794
53070,BEH_NH3_3,COc1cc(CC(=O)Nc2ccc(cc2)c3cccc(n3)C(=O)NCCCN4CCCCC4)cc(OC)c1,126.5922,378.55831665898637,-0.4285301632262036,Y,SN1068831813
53117,Standard_3min_col3_sur,N[C@@H](Cc1cc(Cl)c(OC2CCN(CC2)C(=O)c3ccc(OCCO)cc3O)c(Cl)c1)C(=O)O,61.194,326.2232703495837,-0.4535779821948097,Y,SN1067108223
53122,Standard_3min_col3_sur,N[C@@H](Cc1cc(Cl)c(O[C@H]2CCCN(C2)C(=O)[C@H](O)Cc3ccccc3)c(Cl)c1)C(=O)O,77.68979999999998,316.60281802441983,-0.4047764490556059,Y,SN1067108473
53279,EP_NH3_2,OC(=O)c1cc(ccc1O)N2[C@H](C(C(=O)c3ccccn3)C(=O)C2=O)c4ccc5[nH]ncc5c4,179.7318,303.299853668684,-0.38962068795374455,Y,SN1068832596
53293,EP_NH3_2,OC(=O)c1c(F)c(Cl)ccc1c2ccc(Cn3c(nc4ccccc34)c5cnc6ccccc6c5)cc2,104.7078,358.37154619743967,-0.2855806437068831,Y,SN1068833252
53356,EP_NH3_2,CC1CCC(CC1)NC(=O)N(Cc2ccc(cc2)c3ccc(Cl)cc3C(=O)O)c4ccccn4,80.74199999999998,341.3608866330835,-0.34841956071211416,Y,SN1068832596
53370,BEH_NH3_3,FC(F)(F)c1cccc(CN2C(=S)S\C(=C/c3ccc(cc3)C(=O)NCCOCCOCCNc4cccc5C(=O)N([C@@H]6CCC(=O)NC6=O)C(=O)c45)\C2=O)c1,93.2478,520.5665716928817,-0.6587953292429959,Y,SN1068833252
53707,Luna_NH3_1,CC(C)C[C@H]([C@@H](CN1C(=O)CN(C)C1=O)C(=O)NO)C(=O)N2CCSCC2,79.69919999999998,263.2463292771584,-0.4199269509525795,Y,SN1068621373
53711,Luna_NH3_1,Cc1cc(ccn1)n2ccc(n2)C(=O)Nc3cc(Cl)ccc3N4CCC5(CCNCC5)C4,128.673,320.86618959841394,-0.33295632067290565,Y,SN1068621510
53726,Luna_NH3_1,Oc1ccc(Cl)cc1NC(=O)c2cnn(c3ccccc3)c2C(F)(F)F,78.66,230.96981942364812,-0.2552423869985256,Y,SN1068810789
53753,BEH_NH3_3,CCOc1cc(ccc1OCCCNCC2CCN(CC2)C(=O)C)c3c[nH]c4ncccc34,148.47299999999996,331.44869401135577,-0.373209461121748,Y,SN1068833785
53761,Luna_NH3_1,OC1CN(C1)C(=O)c2ccc(NC(=O)c3cnn(c4cccc5nccn45)c3C(F)(F)F)cc2Cl,117.2118,306.06520948727746,-0.3784124041235,Y,SN1068834172
53766,Standard_3min_col2_alk,CC(C)(C)OC(=O)N1CC(C1)n2cc(NC(=O)c3nccs3)cn2,47.3982,233.1493226427714,-0.3102046869069108,Y,SN1068834323
53795,Luna_NH3_1,CCOc1cc(ccc1OC[C@H](O)CNc2cn(C)nc2C)N3CCC(CC3)C(C)(C)OC,53.649,334.6178537158588,-0.39777784975791775,Y,SN1068833785
53803,BEH_NH3_3,COc1cc(CNC(=O)CC#C)ccc1S(=O)(=O)Nc2ccc3N(C)C(=O)C(=Cc3c2)C,110.9598,314.7814445925564,-0.39729107632642896,Y,SN1068834172
53808,BEH_NH3_3,Cc1cc(ccn1)n2ccc(n2)C(=O)Nc3cc(Cl)ccc3N4CCC5(CCNCC5)C4,157.8498,320.86618959841394,-0.33295632067290565,Y,SN1068834323
54013,Standard_3min_col2_alk,NC(=O)c1ccc(cc1)c2cc(N[C@H]3CCC[C@H](C3)C(=O)NCC4=CN(C(F)F)C(=O)C=C4)ncc2Cl,82.8252,347.8892085306675,-0.4685285454429266,Y,SN1069445119
54136,EP_NH3_2,CC(=O)n1cc(NC(=O)CCNc2cc(c(Cl)cn2)c3ccc(cc3)C(=O)N)c4ccccc14,130.75920000000002,331.77178204498716,-0.4164475403781031,Y,SN1068716994
54212,Standard_3min_col2_alk,NC(=O)c1cc(F)cc(NC(=O)c2cnn(c3ccccc3)c2C(F)(F)F)c1,93.2448,237.13649461021342,-0.3237523480853834,Y,SN1068620467
54219,Standard_10min_col4_sur,CC[C@H](C)[C@H](NC(=O)C[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)C[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)C[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CO)CC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)CC(=O)N[C@@H](CC(C)C)C(=O)N,166.5768,1757.357994674055,-4.3616098618224015,Y,SN1068620986
54221,Standard_3min_col2_alk,CCCCC(=O)Nc1nc(cs1)c2cccc(c2)P(=O)(C)C,83.8692,247.14237251148253,-0.248276915865628,Y,SN1068621005
54248,BEH_NH3_3,CNC(=O)c1ccc(NC(=O)NCCCc2c[nH]nc2C)cc1C(F)(F)F,127.632,241.2845122364245,-0.374915227622965,Y,SN1068620467
54255,EP_NH3_2,FC(F)(F)c1c(cnn1c2ccccc2)C(=O)Nc3cc(Cl)ccc3Cl,33.852000000000004,238.886955502891,-0.21177457460498605,Y,SN1068620986
54257,EP_NH3_2,OC(=O)c1ccc(cc1NC(=O)c2cnn(c3ccccc3)c2C(F)(F)F)C(F)(F)F,108.876,247.9530493999246,-0.3179214725928804,Y,SN1068621005
54268,EP_NH3_2,CC(=O)N1Cc2cc(ccc2[C@@H]1C(=O)Nc3ccc(cc3)C(CC(=O)NC(C)(C)C)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C,80.7432,372.55436864723845,-0.5323307435932697,Y,SN1064835233
54379,Standard_3min_col2_alk,FC(F)(F)c1cc(NC(=O)c2cnn(c3ccccc3)c2C(F)(F)F)cc(c1)N(=O)=O,127.6308,243.65320127947052,-0.2846217505314913,Y,SN1068716994
54403,Luna_NH3_1,CC(C)[C@H](NC(=O)Cn1nc(C(=O)N)c2ccccc12)C(=O)NCc3cccc(Cl)c3F,96.3708,304.82960517761785,-0.4276635145590065,Y,SN1068716626
54413,Luna_NH3_1,CC(C)CCc1nc2ccc(nc2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)c6c[nH]c7ncccc67,209.9508,403.605572781797,-0.35758203185432075,Y,SN1067108223
54418,Luna_NH3_1,CNC(=O)c1ccc(NC(=O)N[C@@H](C)Cc2cccc3c(c[nH]c23)C(=O)NC)cc1C(F)(F)F,159.9348,308.5932272348453,-0.4627867930261436,Y,SN1067108473
54460,Standard_3min_col2_alk,NC(=O)c1nn(CC(=O)N[C@@H](Cc2cnc[nH]2)C(=O)NCc3cccc(Cl)c3F)c4ccccc14,76.5762,326.2763807093602,-0.4750898315738448,Y,SN1069445119
54695,Luna_NH3_1,CN1CCN(CCOc2ccc(cc2)c3ccn4c(cnc4c3)c5ccc(C#N)c(O)c5)CC1,135.9678,334.7170824213299,-0.3358428918559062,Y,SN1068716994
54740,BEH_NH3_3,OC(=O)c1ccccc1c2ccc(Cn3c(CC[C@@H]4CCCCO4)nc5ccccc35)cc2,108.8772,328.32576183017545,-0.29074064058582033,Y,SN1068621373
54744,BEH_NH3_3,CC(C)CCc1nc2ccc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5n[nH]c6ccccc56,125.5482,390.60886599473855,-0.32785883111430925,Y,SN1068621510
54759,BEH_NH3_3,CC(C)CCc1nc2C=CN(C(=O)c2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5c[nH]c6ncccc56,141.1782,390.248546378982,-0.4042076974813684,Y,SN1068810789
54789,Standard_3min_col2_alk,CS(=O)(=O)c1cccc(CNC(=O)CC2(CCC2)Nc3cc(c(Cl)cn3)c4ccc(cc4)C(=O)N)c1,86.9928,363.30470432697626,-0.4608729758595175,Y,SN1068620467
54796,Standard_3min_col2_alk,NC(=O)c1ccc(cc1)c2cc(N[C@@H]3CCCC[C@H]3C(=O)NCC4=CN(C(F)F)C(=O)C=C4)ncc2Cl,83.8668,347.9065426503903,-0.4710298336723279,Y,SN1068620986
54798,Standard_3min_col2_alk,NC(=O)c1ccc(NC(=O)[C@@H]2CCCC[C@@H]2Nc3cc(c(Cl)cn3)c4ccc(cc4)C(=O)N)cc1,83.868,344.4691136369612,-0.4719409469814789,Y,SN1068621005
54862,Standard_3min_col3_sur,CS(=O)(=O)c1ccc2[C@@H](N(Cc2c1)C(=O)[C@@H]3C[C@H](CC(=O)O)C3)C(=O)Nc4ccc(cc4)C(O)(C(F)(F)F)C(F)(F)F,92.292,356.3230789635616,-0.5355753882922655,Y,SN1068716626
54876,Standard_3min_col2_alk,CC(=O)Nc1cccc(c1)c2ccn3c(cnc3c2)c4ccc(C#N)c(O)c4,57.8172,268.04994085362546,-0.2869265404576423,Y,SN1068620467
54883,Standard_3min_col2_alk,CC(C)CCc1nc2ccc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)C5=CNC(=O)C=C5,66.1548,368.2113437637033,-0.3509847055694421,Y,SN1068620986
54885,Standard_3min_col2_alk,COc1ccc(CNc2cccc(n2)n3ncc(C(=O)Nc4ccc(C(=O)N5CC(O)C5)c(Cl)c4)c3C(F)(F)F)c(OC)c1,101.5812,396.78391872632966,-0.4935281242573677,Y,SN1068621005
54916,Luna_NH3_1,NC(=O)c1ccc(cc1)c2cc(NC3(CC(=O)NCc4ccc5CNC(=O)c5c4)CCC3)ncc2Cl,158.89319999999995,351.3884841460444,-0.44917504274041775,Y,SN1068716626
55036,Standard_3min_col2_alk,CC(C)(C)OC[C@H](NC(=O)Cn1nc(C(=O)N)c2ccccc12)C(=O)NCc3cccc(Cl)c3F,100.539,333.5203622548325,-0.4710244701085807,Y,SN1065129527
55056,BEH_NH3_3,Cn1cc(C(=O)Nc2cnn(c2)C3CN(C3)C(=O)OC(C)(C)C)c4cnccc14,120.3378,274.48595327090896,-0.3606637540156641,Y,SN1064835233
55193,Luna_NH3_1,NC(=O)c1ccc(cc1)c2cc(N[C@H]3CCC[C@H](C3)C(=O)NCc4ccc(cc4)S(=O)(=O)C(F)F)ncc2Cl,147.429,377.445637864152,-0.4978712574601205,Y,SN1068618863
55322,Standard_3min_col3_sur,CC(C)(C)OC(=O)N1CC(C1)n2cc(NC(=O)c3cc(cs3)c4ccccc4)cn2,97.413,300.6113362825182,-0.31807535768670064,Y,SN1068831676
